source,feed_topic,published,title,description,link,full_text,translated_text,analysis_text,category
DW,general,,У Польщі поблизу кордону з РФ впав військовий дрон із написами кирилицею,У Польщі поблизу кордону з Калінінградською областю РФ виявлено розвідувальний дрон із написами кирилицею. Слідчі намагаються встановити походження літального апарата.,https://www.dw.com/uk/у-польщі-поблизу-кордону-з-рф-впав-військовий-дрон-із-написами-кирилицею/a-77106435?maca=ukr-rss-ukr-all-1496-rdf,У Польщі поблизу кордону з РФ впав військовий дрон із написами кирилицею У Польщі поблизу кордону з Калінінградською областю РФ виявлено розвідувальний дрон із написами кирилицею. Слідчі намагаються встановити походження літального апарата.,"A military drone with Cyrillic inscriptions fell in Poland near the border with the Russian Federation In Poland, a reconnaissance drone with Cyrillic inscriptions was found near the border with the Kaliningrad region of the Russian Federation. Investigators are trying to establish the origin of the aircraft.",military drone cyrillic inscription fall poland near border russian federation poland reconnaissance drone cyrillic inscription find near border kaliningrad region russian federation investigator try establish origin aircraft,politics
DW,general,,Кошта визнає принципову готовність ЄС до переговорів із Росією,"Задля тривалого миру в Україні Брюссель готовий до перемовин з Москвою, визнав голова Європейської Ради Антоніу Кошта. Він також підтримав євроінтеграційний курс України.",https://www.dw.com/uk/кошта-визнає-принципову-готовність-єс-до-переговорів-із-росією/a-77106326?maca=ukr-rss-ukr-all-1496-rdf,"Кошта визнає принципову готовність ЄС до переговорів із Росією Задля тривалого миру в Україні Брюссель готовий до перемовин з Москвою, визнав голова Європейської Ради Антоніу Кошта. Він також підтримав євроінтеграційний курс України.","Košta recognizes the EU's fundamental readiness for negotiations with Russia For the sake of long-term peace in Ukraine, Brussels is ready for negotiations with Moscow, the head of the European Council, Antoniou Košta, acknowledged. He also supported Ukraine's European integration course.",recognize fundamental readiness negotiation russia sake long term peace ukraine brussels ready negotiation moscow head european council antoniou acknowledge support ukraine european integration course,politics
DW,general,,Війська РФ били по цивільних на Херсонщині та Дніпропетровщині: є жертви,"Російські війська 9 травня атакували Херсонщину та Дніпропетровщину дронами. Загинули двоє жінок, також кілька людей зазнали поранень. Пошкоджено житлові будинки та будівлю лікарні.",https://www.dw.com/uk/війська-рф-били-по-цивільних-на-херсонщині-та-дніпропетровщині-є-жертви/a-77105924?maca=ukr-rss-ukr-all-1496-rdf,"Війська РФ били по цивільних на Херсонщині та Дніпропетровщині: є жертви Російські війська 9 травня атакували Херсонщину та Дніпропетровщину дронами. Загинули двоє жінок, також кілька людей зазнали поранень. Пошкоджено житлові будинки та будівлю лікарні.",Russian troops beat civilians in Kherson region and Dnipropetrovsk region: there are victims Russian troops attacked Kherson region and Dnipropetrovsk region with drones on May 9. Two women were killed and several people were injured. Residential buildings and a hospital building were damaged.,russian troop beat civilian kherson region dnipropetrovsk region victim russian troop attack kherson region dnipropetrovsk region drone woman kill people injure residential building hospital building damage,security
DW,general,,Венеційський бієнале відкрився без урочистостей та на тлі протестів через участь Росії,61-й бієнале у Венеції стартував без урочистостей через суперечки щодо участі Росії та Ізраїлю.,https://www.dw.com/uk/венеційський-бієнале-відкрився-без-урочистостей-та-на-тлі-протестів-через-участь-росії/a-77105893?maca=ukr-rss-ukr-all-1496-rdf,Венеційський бієнале відкрився без урочистостей та на тлі протестів через участь Росії 61-й бієнале у Венеції стартував без урочистостей через суперечки щодо участі Росії та Ізраїлю.,Venice Biennale opens without ceremony and amid protests over Russia's participation The 61st Venice Biennale opened without ceremony amid controversy over the participation of Russia and Israel.,venice biennale open ceremony amid protest russia participation venice biennale open ceremony amid controversy participation russia israel,politics
DW,general,,Генштаб: Російські війська 9 травня вчинили уже 51 атаку,"Попри ""перемир’я"", станом на 16:00 9 травня російські війська здійснили 51 атаку. Найгарячіше на Покровському та Гуляйпільському напрямках, непроста ситуація й на Сумщині, кажуть у Генштабі ЗСУ.",https://www.dw.com/uk/генштаб-російські-війська-9-травня-вчинили-уже-51-атаку/a-77105557?maca=ukr-rss-ukr-all-1496-rdf,"Генштаб: Російські війська 9 травня вчинили уже 51 атаку Попри ""перемир’я"", станом на 16:00 9 травня російські війська здійснили 51 атаку. Найгарячіше на Покровському та Гуляйпільському напрямках, непроста ситуація й на Сумщині, кажуть у Генштабі ЗСУ.","General Staff: Russian troops have already carried out 51 attacks on May 9. Despite the ""ceasefire"", as of 16:00 on May 9, Russian troops have carried out 51 attacks. It is the hottest in the Pokrovsky and Gulyaipil directions, the situation is not easy in Sumy Oblast as well, the General Staff of the Armed Forces of Ukraine says.",general staff russian troop carry attack despite ceasefire russian troop carry attack hot pokrovsky gulyaipil direction situation easy sumy oblast general staff armed force ukraine say,politics
DW,general,,У Римі затримали експосла Італії за нелегальний продаж шенгенських віз росіянам,Колишній посол Італії в Узбекистані затриманий за організацію корупційної схеми: він продавав шенгенські візи громадянам РФ за ціною до 16 тисяч євро. Слідство перевіряє активи дипломата на мільйони євро.,https://www.dw.com/uk/у-римі-затримали-експосла-італії-за-нелегальний-продаж-шенгенських-віз-росіянам/a-77105442?maca=ukr-rss-ukr-all-1496-rdf,У Римі затримали експосла Італії за нелегальний продаж шенгенських віз росіянам Колишній посол Італії в Узбекистані затриманий за організацію корупційної схеми: він продавав шенгенські візи громадянам РФ за ціною до 16 тисяч євро. Слідство перевіряє активи дипломата на мільйони євро.,"The Italian ambassador was detained in Rome for illegally selling Schengen visas to Russians. The former Italian ambassador to Uzbekistan was detained for organizing a corruption scheme: he sold Schengen visas to citizens of the Russian Federation at a price of up to 16,000 euros. The investigation is checking the diplomat's assets worth millions of euros.",italian ambassador detain rome illegally sell schengen visa russians italian ambassador uzbekistan detain organize corruption scheme sell schengen visa citizen russian federation price euro investigation check diplomat asset worth million euro,politics
DW,general,,Угорський парламент обрав Петера Мадяра прем'єром,В Угорщині завершилася багаторічна ера Орбана. Парламент країни офіційно обрав Петера Мадяра прем'єром. Нова влада вже повернула прапор ЄС на будівлю парламенту та готує масштабні реформи.,https://www.dw.com/uk/угорський-парламент-обрав-петера-мадяра-прем-єром/a-77105252?maca=ukr-rss-ukr-all-1496-rdf,Угорський парламент обрав Петера Мадяра прем'єром В Угорщині завершилася багаторічна ера Орбана. Парламент країни офіційно обрав Петера Мадяра прем'єром. Нова влада вже повернула прапор ЄС на будівлю парламенту та готує масштабні реформи.,The Hungarian Parliament elected Peter Magyar as Prime Minister Orbán's long-term era has come to an end in Hungary. The country's parliament officially elected Peter Magyar as prime minister. The new government has already returned the EU flag to the parliament building and is preparing large-scale reforms.,hungarian parliament elect peter magyar prime minister orb long term era come end hungary country parliament officially elect peter magyar prime minister new government return flag parliament building prepare large scale reform,politics
DW,general,,Путін пообіцяв Фіцо забезпечити Словаччину енергоресурсами,"На зустрічі в Москві Володимир Путін запевнив Роберта Фіцо, що Росія задовольнить енергетичні потреби Словаччини, що досі залежить від нафти й газу з РФ.",https://www.dw.com/uk/путін-пообіцяв-фіцо-забезпечити-словаччину-енергоресурсами/a-77104711?maca=ukr-rss-ukr-all-1496-rdf,"Путін пообіцяв Фіцо забезпечити Словаччину енергоресурсами На зустрічі в Москві Володимир Путін запевнив Роберта Фіцо, що Росія задовольнить енергетичні потреби Словаччини, що досі залежить від нафти й газу з РФ.","Putin promised Fico to provide Slovakia with energy resources At a meeting in Moscow, Vladimir Putin assured Robert Fico that Russia would meet the energy needs of Slovakia, which still depends on oil and gas from the Russian Federation.",putin promise fico provide slovakia energy resource meeting moscow vladimir putin assure robert fico russia meet energy need slovakia depend oil gas russian federation,politics
DW,general,,"СБУ повідомила, що запобігла теракту в Одесі","СБУ заявила, що запобігла вбивству високопосадовця ВМС ЗСУ в Одесі. Повідомляється, що було затримано російського агента, який, за даними слідства, планував 9 травня розстріляти військового біля його будинку.",https://www.dw.com/uk/сбу-повідомила-що-запобігла-теракту-в-одесі/a-77104448?maca=ukr-rss-ukr-all-1496-rdf,"СБУ повідомила, що запобігла теракту в Одесі СБУ заявила, що запобігла вбивству високопосадовця ВМС ЗСУ в Одесі. Повідомляється, що було затримано російського агента, який, за даними слідства, планував 9 травня розстріляти військового біля його будинку.","The SBU reported that it prevented a terrorist attack in Odesa The SBU reported that it prevented the assassination of a high-ranking official of the Armed Forces Navy in Odesa. It is reported that a Russian agent was detained, who, according to the investigation, planned to shoot a soldier near his house on May 9.",sbu report prevent terrorist attack odesa sbu report prevent assassination high rank official armed force navy odesa report russian agent detain accord investigation plan shoot soldier near house,politics
DW,general,,"Франція затримала підозрюваного у катуванні людей у донецькій ""Ізоляції""","Затриманий підозрюваний українець, за даними слідства, співпрацював з ""ДНР"" і катував людей у незаконній в'язниці ""Ізоляція"". У Франції чоловіку висунули обвинувачення у воєнних злочинах і злочинах проти людяності.",https://www.dw.com/uk/франція-затримала-підозрюваного-у-катуванні-людей-у-донецькій-ізоляції/a-77103970?maca=ukr-rss-ukr-all-1496-rdf,"Франція затримала підозрюваного у катуванні людей у донецькій ""Ізоляції"" Затриманий підозрюваний українець, за даними слідства, співпрацював з ""ДНР"" і катував людей у незаконній в'язниці ""Ізоляція"". У Франції чоловіку висунули обвинувачення у воєнних злочинах і злочинах проти людяності.","France detained a suspect of torturing people in the Donetsk ""Isolation"" The detained Ukrainian suspect, according to the investigation, cooperated with the ""DNR"" and tortured people in the illegal prison ""Isolation"". In France, the man was charged with war crimes and crimes against humanity.",france detain suspect torture people donetsk isolation detain ukrainian suspect accord investigation cooperate dnr torture people illegal prison isolation france man charge war crime crime humanity,security
DW,general,,У Москві за 45 хвилин провели військовий парад,"Військовий парад у Москві 9 травня пройшов без військової техніки і тривав близько 45 хвилин. Володимир Путін у промові заявив про ""просування"" російських військ.",https://www.dw.com/uk/у-москві-за-45-хвилин-провели-військовий-парад/a-77103464?maca=ukr-rss-ukr-all-1496-rdf,"У Москві за 45 хвилин провели військовий парад Військовий парад у Москві 9 травня пройшов без військової техніки і тривав близько 45 хвилин. Володимир Путін у промові заявив про ""просування"" російських військ.","A military parade was held in Moscow in 45 minutes. The military parade in Moscow on May 9 was held without military equipment and lasted about 45 minutes. In a speech, Vladimir Putin announced the ""advancement"" of Russian troops.",military parade hold moscow minute military parade moscow hold military equipment last minute speech vladimir putin announce advancement russian troop,politics
DW,general,,Трамп припустив можливість перекидання військ США з Німеччини до Польщі,"Дональд Трамп заявив, що має хороші відносини з Каролем Навроцьким і вважає можливою передислокацію американських солдатів з Німеччини до Польщі. ""Польща була б цьому рада"", - наголосив він.",https://www.dw.com/uk/трамп-припустив-можливість-перекидання-військ-сша-з-німеччини-до-польщі/a-77103153?maca=ukr-rss-ukr-all-1496-rdf,"Трамп припустив можливість перекидання військ США з Німеччини до Польщі Дональд Трамп заявив, що має хороші відносини з Каролем Навроцьким і вважає можливою передислокацію американських солдатів з Німеччини до Польщі. ""Польща була б цьому рада"", - наголосив він.","Trump suggested the possibility of transferring US troops from Germany to Poland. Donald Trump said that he has a good relationship with Karol Nawrotsky and considers the possible redeployment of American soldiers from Germany to Poland. ""Poland would be happy about that,"" he emphasized.",trump suggest possibility transfer troop germany poland donald trump say good relationship karol nawrotsky consider possible redeployment american soldier germany poland poland happy emphasize,politics
The Guardian,politics,"Sun, 10 May 2026 21:36:24 GMT",Starmer faces fight to survive as Streeting and Rayner eye leadership bids,"Chances of Starmer remaining in No 10 appear to be diminishing as about 40 Labour MPs call on him to quit UK politics live – latest updates Keir Starmer faces a fight for his political life in the next 24 hours as potential Labour leadership rivals from Wes Streeting to Angela Rayner began to position themselves for a contest. Starmer is hoping to save his job on Monday with a speech promising to “face up to the big challenges” for the country on growth, energy, defence and Europe.",https://www.theguardian.com/politics/2026/may/10/starmer-faces-perilous-24-hours-streeting-readying-leadership-bid,"Starmer faces fight to survive as Streeting and Rayner eye leadership bids Chances of Starmer remaining in No 10 appear to be diminishing as about 40 Labour MPs call on him to quit UK politics live – latest updates Keir Starmer faces a fight for his political life in the next 24 hours as potential Labour leadership rivals from Wes Streeting to Angela Rayner began to position themselves for a contest. Starmer is hoping to save his job on Monday with a speech promising to “face up to the big challenges” for the country on growth, energy, defence and Europe.","Starmer faces fight to survive as Streeting and Rayner eye leadership bids Chances of Starmer remaining in No 10 appear to be diminishing as about 40 Labour MPs call on him to quit UK politics live – latest updates Keir Starmer faces a fight for his political life in the next 24 hours as potential Labour leadership rivals from Wes Streeting to Angela Rayner began to position themselves for a contest. Starmer is hoping to save his job on Monday with a speech promising to “face up to the big challenges” for the country on growth, energy, defence and Europe.",starmer face fight survive streete rayner eye leadership bid chance starmer remain appear diminish labour quit politic live late update keir starmer face fight political life hour potential labour leadership rival wes streete angela rayner begin position contest starmer hop save job monday speech promise face big challenge country growth energy defence europe,economy
The Guardian,politics,"Sun, 10 May 2026 17:09:42 GMT",Angela Rayner calls blocking Andy Burnham’s return to parliament a mistake as pressure mounts on Keir Starmer – as it happened,"Catherine West issues ultimatum for PM as ex-minister Josh Simons joins calls for prime minister to quit At the start of her programme Laura Kuenssberg addressed Catherine West and Bridget Phillipson who were sitting waiting for the main interviews. Kuenssberg told West she wanted a cabinet minister to challenge Keir Starmer. She said she was sitting next to one of them. What was her message to her? Well, there’s nothing stopping Bridget from standing. Why are all the men better than the women? We do need some senior women to step forward and to challenge for what is going to be a really difficult two and a half years between now and the general election, and also to take us into that second term. I love you dearly, Catherine, but I just disagree on this one.",https://www.theguardian.com/politics/live/2026/may/10/may-elections-keir-starmer-catherine-west-labour-leadership-nigel-farage-reform-conservatives-kemi-badenoch-richard-tice-bridget-phillipson-uk-politics-latest-news-updates,"Angela Rayner calls blocking Andy Burnham’s return to parliament a mistake as pressure mounts on Keir Starmer – as it happened Catherine West issues ultimatum for PM as ex-minister Josh Simons joins calls for prime minister to quit At the start of her programme Laura Kuenssberg addressed Catherine West and Bridget Phillipson who were sitting waiting for the main interviews. Kuenssberg told West she wanted a cabinet minister to challenge Keir Starmer. She said she was sitting next to one of them. What was her message to her? Well, there’s nothing stopping Bridget from standing. Why are all the men better than the women? We do need some senior women to step forward and to challenge for what is going to be a really difficult two and a half years between now and the general election, and also to take us into that second term. I love you dearly, Catherine, but I just disagree on this one.","Angela Rayner calls blocking Andy Burnham’s return to parliament a mistake as pressure mounts on Keir Starmer – as it happened Catherine West issues ultimatum for PM as ex-minister Josh Simons joins calls for prime minister to quit At the start of her programme Laura Kuenssberg addressed Catherine West and Bridget Phillipson who were sitting waiting for the main interviews. Kuenssberg told West she wanted a cabinet minister to challenge Keir Starmer. She said she was sitting next to one of them. What was her message to her? Well, there’s nothing stopping Bridget from standing. Why are all the men better than the women? We do need some senior women to step forward and to challenge for what is going to be a really difficult two and a half years between now and the general election, and also to take us into that second term. I love you dearly, Catherine, but I just disagree on this one.",angela rayner call block andy burnham return parliament mistake pressure mount keir starmer happen catherine west issue ultimatum minister josh simons join call prime minister quit start programme laura kuenssberg address catherine west bridget phillipson sit wait main interview kuenssberg tell west want cabinet minister challenge keir starmer say sit message stop bridget stand man well woman need senior woman step forward challenge difficult half year general election second term love dearly catherine disagree,economy
The Guardian,politics,"Sun, 10 May 2026 16:45:38 GMT",Full nationalisation of British Steel expected in King’s speech,"Officials reportedly drafting legislation likely to safeguard Britain’s last blast furnaces and save thousands of jobs The full nationalisation of British Steel is expected to be announced in the King’s speech this week, a year after the government took over the daily running of the loss-making business from its Chinese owner. The steelmaker, which employs 3,500 people at its plant in Scunthorpe, came under government control last April amid fears that its owner, Jingye, was planning to shut down the site.",https://www.theguardian.com/business/2026/may/10/full-nationalisation-of-british-steel-expected-in-kings-speech,"Full nationalisation of British Steel expected in King’s speech Officials reportedly drafting legislation likely to safeguard Britain’s last blast furnaces and save thousands of jobs The full nationalisation of British Steel is expected to be announced in the King’s speech this week, a year after the government took over the daily running of the loss-making business from its Chinese owner. The steelmaker, which employs 3,500 people at its plant in Scunthorpe, came under government control last April amid fears that its owner, Jingye, was planning to shut down the site.","Full nationalisation of British Steel expected in King’s speech Officials reportedly drafting legislation likely to safeguard Britain’s last blast furnaces and save thousands of jobs The full nationalisation of British Steel is expected to be announced in the King’s speech this week, a year after the government took over the daily running of the loss-making business from its Chinese owner. The steelmaker, which employs 3,500 people at its plant in Scunthorpe, came under government control last April amid fears that its owner, Jingye, was planning to shut down the site.",nationalisation british steel expect king speech official reportedly draft legislation likely safeguard britain blast furnace save thousand job nationalisation british steel expect announce king speech week year government take daily run loss make business chinese owner steelmaker employ people plant scunthorpe come government control april amid fear owner jingye plan shut site,economy
The Guardian,politics,"Sun, 10 May 2026 16:45:16 GMT",Plaid Cymru leader plans minority Welsh government built on cooperation,"Rhun ap Iorwerth says he hopes to work with other parties and press the UK government for extra powers The leader of Plaid Cymru, Rhun ap Iorwerth, has vowed to form a stable minority government in the Senedd and said he would seek out mature cooperation from all opposition parties. Ap Iorwerth said his administration would press the UK government for extra powers over policy areas such as policing and justice and focus on results rather than engaging in political rows with Westminster.",https://www.theguardian.com/politics/2026/may/10/plaid-cymru-leader-plans-minority-welsh-government-cooperation,"Plaid Cymru leader plans minority Welsh government built on cooperation Rhun ap Iorwerth says he hopes to work with other parties and press the UK government for extra powers The leader of Plaid Cymru, Rhun ap Iorwerth, has vowed to form a stable minority government in the Senedd and said he would seek out mature cooperation from all opposition parties. Ap Iorwerth said his administration would press the UK government for extra powers over policy areas such as policing and justice and focus on results rather than engaging in political rows with Westminster.","Plaid Cymru leader plans minority Welsh government built on cooperation Rhun ap Iorwerth says he hopes to work with other parties and press the UK government for extra powers The leader of Plaid Cymru, Rhun ap Iorwerth, has vowed to form a stable minority government in the Senedd and said he would seek out mature cooperation from all opposition parties. Ap Iorwerth said his administration would press the UK government for extra powers over policy areas such as policing and justice and focus on results rather than engaging in political rows with Westminster.",plaid cymru leader plan minority welsh government build cooperation rhun iorwerth say hop work party press government extra power leader plaid cymru rhun iorwerth vow form stable minority government senedd say seek mature cooperation opposition party iorwerth say administration press government extra power policy area policing justice focus result engage political row westminster,politics
The Guardian,politics,"Sun, 10 May 2026 15:09:55 GMT",Thousands attend rally against antisemitism outside Downing Street,"Conservative and Reform leaders cheered as they address crowd, while Labour’s Pat McFadden met with boos and shouts of ‘where is Starmer?’ Thousands of people gathered outside Downing Street on Sunday to protest an increase in antisemitic hate crimes and violence, as senior politicians and interfaith leaders called for unity. The Standing Strong: Extinguish Antisemitism rally, backed by more than 30 Jewish groups, drew thousands of people to Whitehall, as Conservative and Liberal Democrat party leaders, alongside Labour and Reform representatives, addressed a crowd studded with Israeli and union jack flags and ‘Where is Keir?’ placards.",https://www.theguardian.com/news/2026/may/10/thousands-attend-rally-against-antisemitism-outside-downing-street,"Thousands attend rally against antisemitism outside Downing Street Conservative and Reform leaders cheered as they address crowd, while Labour’s Pat McFadden met with boos and shouts of ‘where is Starmer?’ Thousands of people gathered outside Downing Street on Sunday to protest an increase in antisemitic hate crimes and violence, as senior politicians and interfaith leaders called for unity. The Standing Strong: Extinguish Antisemitism rally, backed by more than 30 Jewish groups, drew thousands of people to Whitehall, as Conservative and Liberal Democrat party leaders, alongside Labour and Reform representatives, addressed a crowd studded with Israeli and union jack flags and ‘Where is Keir?’ placards.","Thousands attend rally against antisemitism outside Downing Street Conservative and Reform leaders cheered as they address crowd, while Labour’s Pat McFadden met with boos and shouts of ‘where is Starmer?’ Thousands of people gathered outside Downing Street on Sunday to protest an increase in antisemitic hate crimes and violence, as senior politicians and interfaith leaders called for unity. The Standing Strong: Extinguish Antisemitism rally, backed by more than 30 Jewish groups, drew thousands of people to Whitehall, as Conservative and Liberal Democrat party leaders, alongside Labour and Reform representatives, addressed a crowd studded with Israeli and union jack flags and ‘Where is Keir?’ placards.",thousand attend rally antisemitism outside down street conservative reform leader cheer address crowd labour pat mcfadden meet boo shout starmer thousand people gather outside down street sunday protest increase antisemitic hate crime violence senior politician interfaith leader call unity stand strong extinguish antisemitism rally back jewish group draw thousand people whitehall conservative liberal democrat party leader alongside labour reform representative address crowd stud israeli union jack flag keir placard,politics
The Guardian,politics,"Sun, 10 May 2026 12:46:03 GMT",What’s behind surge in support for Reform and Greens across England? Five key takeaways,"Significant gains this week lay bare an increasingly fragmented political system Full results from England, Scotland and Wales Local elections have fundamentally reshaped the political landscape in England. Labour suffered heavy losses , losing ground to the Green party and Reform UK, while the Conservatives also sustained significant losses to Reform UK and the Liberal Democrats. Reform and the Green party made significant gains, in results that laid bare an increasingly fragmented political system. Reform gained 1,349 council seats and control of 14 councils, while the Green party won 376 council seats, control of five councils, and took two mayoralties.",https://www.theguardian.com/politics/2026/may/10/surge-support-greens-reform-across-england-five-key-takeaways,"What’s behind surge in support for Reform and Greens across England? Five key takeaways Significant gains this week lay bare an increasingly fragmented political system Full results from England, Scotland and Wales Local elections have fundamentally reshaped the political landscape in England. Labour suffered heavy losses , losing ground to the Green party and Reform UK, while the Conservatives also sustained significant losses to Reform UK and the Liberal Democrats. Reform and the Green party made significant gains, in results that laid bare an increasingly fragmented political system. Reform gained 1,349 council seats and control of 14 councils, while the Green party won 376 council seats, control of five councils, and took two mayoralties.","What’s behind surge in support for Reform and Greens across England? Five key takeaways Significant gains this week lay bare an increasingly fragmented political system Full results from England, Scotland and Wales Local elections have fundamentally reshaped the political landscape in England. Labour suffered heavy losses , losing ground to the Green party and Reform UK, while the Conservatives also sustained significant losses to Reform UK and the Liberal Democrats. Reform and the Green party made significant gains, in results that laid bare an increasingly fragmented political system. Reform gained 1,349 council seats and control of 14 councils, while the Green party won 376 council seats, control of five councils, and took two mayoralties.",surge support reform green england key takeaway significant gain week lie bare increasingly fragmented political system result england scotland wale local election fundamentally reshape political landscape england labour suffer heavy loss lose ground green party reform conservative sustain significant loss reform liberal democrats reform green party significant gain result lay bare increasingly fragmented political system reform gain council seat control council green party win council seat control council take mayoralty,politics
The Guardian,politics,"Sun, 10 May 2026 12:30:21 GMT","Don’t let Farage and Reform divide us, Labour’s Sarwar urges Holyrood leaders","Scottish Labour leader says he aims to hold SNP to account after his party tied for second with Reform in elections UK politics live – latest updates The Scottish Labour leader, Anas Sarwar, has warned other Scottish political leaders not to spend the next Holyrood parliament “shouting about Nigel Farage”, saying his job is to ensure there is a credible opposition at Holyrood “that holds the SNP’s feet to the fire”. While the Scottish National party won a fifth successive Holyrood victory and ended up with 58 MSPs, Labour had its worst result since devolution in 1999, tying for second place with Reform UK as both parties secured 17 MSPs.",https://www.theguardian.com/politics/2026/may/10/anas-sarwar-labour-scotland-holyrood-farage-reform-snp,"Don’t let Farage and Reform divide us, Labour’s Sarwar urges Holyrood leaders Scottish Labour leader says he aims to hold SNP to account after his party tied for second with Reform in elections UK politics live – latest updates The Scottish Labour leader, Anas Sarwar, has warned other Scottish political leaders not to spend the next Holyrood parliament “shouting about Nigel Farage”, saying his job is to ensure there is a credible opposition at Holyrood “that holds the SNP’s feet to the fire”. While the Scottish National party won a fifth successive Holyrood victory and ended up with 58 MSPs, Labour had its worst result since devolution in 1999, tying for second place with Reform UK as both parties secured 17 MSPs.","Don’t let Farage and Reform divide us, Labour’s Sarwar urges Holyrood leaders Scottish Labour leader says he aims to hold SNP to account after his party tied for second with Reform in elections UK politics live – latest updates The Scottish Labour leader, Anas Sarwar, has warned other Scottish political leaders not to spend the next Holyrood parliament “shouting about Nigel Farage”, saying his job is to ensure there is a credible opposition at Holyrood “that holds the SNP’s feet to the fire”. While the Scottish National party won a fifth successive Holyrood victory and ended up with 58 MSPs, Labour had its worst result since devolution in 1999, tying for second place with Reform UK as both parties secured 17 MSPs.",don let farage reform divide labour sarwar urge holyrood leader scottish labour leader say aim hold snp account party tie second reform election politic live late update scottish labour leader ana sarwar warn scottish political leader spend holyrood parliament shout nigel farage say job ensure credible opposition holyrood hold snp foot fire scottish national party win fifth successive holyrood victory end msp labour bad result devolution tie second place reform party secure msp,politics
The Guardian,politics,"Sun, 10 May 2026 16:30:30 GMT",The Guardian view on the Welsh and Scottish elections: Plaid’s triumph heralds a new era in devolved politics | Editorial,"Progressive nationalist parties now hold power in Edinburgh, Cardiff and Belfast. That will be a challenge for the United Kingdom’s overcentralised state When the Scottish and Welsh parliaments were created on the eve of the millennium, the then Labour government in Westminster believed that it had engineered a win-win situation. Devolution, it was hoped, would see off any nationalist threat in Scotland and Wales. Meanwhile, the Labour party’s longstanding political dominance in both nations would see it take comfortable control of the two new parliaments. That was then. Last week’s devolved elections left Scottish and Welsh Labour battered, bruised and humiliated. Plaid Cymru’s historic victory in Wales, and a fifth successive triumph for the Scottish National party (SNP), mean that pro-independence governments are now set for the first time to rule in Edinburgh, Cardiff and Belfast (where Sinn Féin won in 2022). The starting gun has been fired on a new and constitutionally contested era in the politics of the UK. Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here .",https://www.theguardian.com/commentisfree/2026/may/10/the-guardian-view-on-the-welsh-and-scottish-elections-plaid-triumph-heralds-a-new-era-in-devolved-politics,"The Guardian view on the Welsh and Scottish elections: Plaid’s triumph heralds a new era in devolved politics | Editorial Progressive nationalist parties now hold power in Edinburgh, Cardiff and Belfast. That will be a challenge for the United Kingdom’s overcentralised state When the Scottish and Welsh parliaments were created on the eve of the millennium, the then Labour government in Westminster believed that it had engineered a win-win situation. Devolution, it was hoped, would see off any nationalist threat in Scotland and Wales. Meanwhile, the Labour party’s longstanding political dominance in both nations would see it take comfortable control of the two new parliaments. That was then. Last week’s devolved elections left Scottish and Welsh Labour battered, bruised and humiliated. Plaid Cymru’s historic victory in Wales, and a fifth successive triumph for the Scottish National party (SNP), mean that pro-independence governments are now set for the first time to rule in Edinburgh, Cardiff and Belfast (where Sinn Féin won in 2022). The starting gun has been fired on a new and constitutionally contested era in the politics of the UK. Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here .","The Guardian view on the Welsh and Scottish elections: Plaid’s triumph heralds a new era in devolved politics | Editorial Progressive nationalist parties now hold power in Edinburgh, Cardiff and Belfast. That will be a challenge for the United Kingdom’s overcentralised state When the Scottish and Welsh parliaments were created on the eve of the millennium, the then Labour government in Westminster believed that it had engineered a win-win situation. Devolution, it was hoped, would see off any nationalist threat in Scotland and Wales. Meanwhile, the Labour party’s longstanding political dominance in both nations would see it take comfortable control of the two new parliaments. That was then. Last week’s devolved elections left Scottish and Welsh Labour battered, bruised and humiliated. Plaid Cymru’s historic victory in Wales, and a fifth successive triumph for the Scottish National party (SNP), mean that pro-independence governments are now set for the first time to rule in Edinburgh, Cardiff and Belfast (where Sinn Féin won in 2022). The starting gun has been fired on a new and constitutionally contested era in the politics of the UK. Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here .",guardian view welsh scottish election plaid triumph herald new era devolved politic editorial progressive nationalist party hold power edinburgh cardiff belfast challenge united kingdom overcentralise state scottish welsh parliament create eve millennium labour government westminster believe engineer win win situation devolution hop nationalist threat scotland wale labour party longstanding political dominance nation comfortable control new parliament week devolve election leave scottish welsh labour batter bruise humiliate plaid cymru historic victory wale fifth successive triumph scottish national party snp mean pro independence government set time rule edinburgh cardiff belfast sinn won starting gun fire new constitutionally contested era politic opinion issue raise article like submit response word email consider publication letter section click,politics
